event_id,country_name,iso_code,admin_division,disease_name,disease_subtype,disease_group,causal_agent_type,species_name,is_wild,epi_unit_type,is_domestic,is_aquatic,latitude,longitude,location_approx,event_started_on,event_confirmed_on,event_ended_on,outbreak_start_date,outbreak_end_date,last_occurrence,reported_on,susceptible,cases,deaths,killed,slaughtered,vaccinated,intervention_quarantine_applied,intervention_movement_control_applied,intervention_stamping_out_applied,intervention_disinfection_applied,intervention_surveillance_applied,intervention_screening_applied,intervention_disposal_applied,intervention_vaccination_applied,intervention_zoning_applied,intervention_vector_control_applied,intervention_wildlife_control_applied,intervention_traceability_applied,intervention_treatment_applied,intervention_slaughter_applied,intervention_count,lab_test_performed,diagnostic_method_types,event_status,reason_type
2782,"Russia","RUS","Primorskiy Kray","Foot and mouth disease virus (Inf. with) ","O","Multiple species","Virus","Cattle",0,"Backyard",0,0,45.47995,133.432392,0,"2019-01-01T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00","2019-03-27T00:00:00.000+00:00","2019-02-12T00:00:00.000+00:00","2019-03-15T00:00:00.000+00:00","2018-04-03T00:00:00.000+00:00","2019-04-02T00:00:00.000+00:00",54,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,4,"Diagnostic test|Clinical","Resolved","Recurrence"
2783,"China (People's Rep. of)","CHN","Jiangsu","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,33.7986,118.6736,0,"2019-01-06T00:00:00.000+00:00","2019-01-12T00:00:00.000+00:00","2019-02-28T00:00:00.000+00:00","2019-01-06T00:00:00.000+00:00","2019-02-28T00:00:00.000+00:00","2018-10-17T00:00:00.000+00:00","2019-11-07T00:00:00.000+00:00",68969,2452,1369,39684,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,20,2,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2784,"China (People's Rep. of)","CHN","Gansu","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,34.47638,104.37222,0,"2019-01-07T00:00:00.000+00:00","2019-01-13T00:00:00.000+00:00","2019-11-28T00:00:00.000+00:00","2019-09-23T00:00:00.000+00:00","2019-11-28T00:00:00.000+00:00",null,"2019-12-30T00:00:00.000+00:00",586,452,311,275,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,4,"Clinical|Diagnostic test","Resolved","First occurrence in a zone or a compartment"
2785,"Ukraine","UKR","Dnepropetrovsk","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,47.7779,34.7205,0,"2019-01-11T00:00:00.000+00:00","2019-01-12T00:00:00.000+00:00","2019-02-25T00:00:00.000+00:00","2019-01-11T00:00:00.000+00:00","2019-02-25T00:00:00.000+00:00","2018-08-03T00:00:00.000+00:00","2019-03-05T00:00:00.000+00:00",19,7,7,12,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,16,1,"Diagnostic test","Resolved","Recurrence"
2786,"Denmark","DNK","East","Highly pathogenic influenza A viruses (Inf. with)(non-poultry including wild birds)(2017-)","H5N6","Aves","Virus","Eurasian buzzard (common buzzard)",1,"Not applicable",0,0,55.9588,11.7773,0,"2018-12-22T00:00:00.000+00:00","2019-01-14T00:00:00.000+00:00","2019-01-04T00:00:00.000+00:00","2019-01-04T00:00:00.000+00:00","2019-01-04T00:00:00.000+00:00","2018-09-19T00:00:00.000+00:00","2019-04-16T00:00:00.000+00:00",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence"
2787,"Mongolia","MNG","Tuv","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,47.8875,106.6878,0,"2019-01-09T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00","2019-03-27T00:00:00.000+00:00","2019-02-06T00:00:00.000+00:00","2019-03-10T00:00:00.000+00:00",null,"2019-04-04T00:00:00.000+00:00",702,1160,1160,1695,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,12,4,"Diagnostic test|Clinical","Resolved","First occurrence in the country"
2788,"Iraq","IRQ","Baghdad","Koi herpesvirus (Inf. with)",null,"Diseases of fish","Virus","Common carp",0,"River system",0,1,33.4618,44.2997,0,"2018-11-01T00:00:00.000+00:00","2018-12-05T00:00:00.000+00:00","2020-07-24T00:00:00.000+00:00","2019-11-11T00:00:00.000+00:00","2020-05-11T00:00:00.000+00:00",null,"2020-08-26T00:00:00.000+00:00",5853700,2701170,2436545,236525,538600,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,28,3,"Diagnostic test|Clinical","Resolved","First occurrence in the country"
2789,"China (People's Rep. of)","CHN","Ningxia","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,38.40083,106.40861,0,"2019-01-11T00:00:00.000+00:00","2019-01-19T00:00:00.000+00:00","2019-10-23T00:00:00.000+00:00","2019-09-06T00:00:00.000+00:00","2019-10-23T00:00:00.000+00:00",null,"2019-12-30T00:00:00.000+00:00",465,44,30,435,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,4,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2790,"Iceland","ISL","Skagafjarðar","Scrapie ",null,"Caprinae","Prion","Sheep",0,"Farm",0,0,65.5367,-19.4486,0,"2019-01-16T00:00:00.000+00:00","2019-01-22T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2019-01-16T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2018-10-26T00:00:00.000+00:00","2019-03-04T00:00:00.000+00:00",375,20,0,20,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,14,2,"Diagnostic test","Resolved","Recurrence"
2791,"Russia","RUS","Saratovskaya Oblast","Newcastle disease virus (Inf. with) ",null,"Aves","Virus","Birds",0,"Village",1,0,52.3495,48.315277,0,"2019-01-24T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2019-07-22T00:00:00.000+00:00","2019-06-14T00:00:00.000+00:00","2019-07-22T00:00:00.000+00:00","2016-12-27T00:00:00.000+00:00","2019-08-15T00:00:00.000+00:00",727,124,114,613,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,14,6,"Diagnostic test","Resolved","Recurrence"
2792,"Zambia","ZMB","Northern","Foot and mouth disease virus (Inf. with) ","A","Multiple species","Virus","Cattle",0,"Other",0,0,-9.0016,31.5554,0,"2018-09-17T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2019-08-21T00:00:00.000+00:00","2018-10-02T00:00:00.000+00:00","2019-08-21T00:00:00.000+00:00","1990-12-31T00:00:00.000+00:00","2019-09-09T00:00:00.000+00:00",4803,282,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,12,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2793,"Korea (Rep. of)","KOR","Gyeonggi-Do","Foot and mouth disease virus (Inf. with) ","O","Multiple species","Virus","Cattle",0,"Farm",0,0,36.987054,127.3131366,0,"2019-01-26T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2019-04-29T15:00:00.000+00:00","2019-01-26T00:00:00.000+00:00","2019-04-29T15:00:00.000+00:00","2018-04-30T00:00:00.000+00:00","2022-10-21T00:00:00.000+00:00",228,24,0,228,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,28,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
2794,"Norway","NOR","Telemark","Rabbit haemorrhagic disease ","RHDV2","Leporidae","Virus","Rabbits",0,"Other",0,0,58.856491,9.383904,0,"2019-01-11T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2019-05-03T00:00:00.000+00:00","2019-01-11T00:00:00.000+00:00","2019-05-03T00:00:00.000+00:00","2017-06-09T00:00:00.000+00:00","2019-06-21T00:00:00.000+00:00",16,15,15,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2795,"Poland","POL","Warminsko-Mazurskie","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Not applicable",0,0,54.293611,19.563611,0,"2019-01-02T00:00:00.000+00:00","2019-01-02T00:00:00.000+00:00","2020-03-03T00:00:00.000+00:00","2020-01-27T00:00:00.000+00:00","2020-02-07T00:00:00.000+00:00","2018-12-31T00:00:00.000+00:00","2020-07-01T00:00:00.000+00:00",0,4681,4681,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,8,3,"Diagnostic test","Resolved","Recurrence"
2796,"Poland","POL","Dolnoslaskie","Bovine spongiform encephalopathy ",null,"Bovidae","Prion","Cattle",0,"Farm",0,0,50.96804,15.367077,0,"2019-01-24T00:00:00.000+00:00","2019-01-31T00:00:00.000+00:00","2019-02-20T00:00:00.000+00:00","2019-01-24T00:00:00.000+00:00","2019-02-20T00:00:00.000+00:00","2013-03-31T00:00:00.000+00:00","2019-07-23T00:00:00.000+00:00",50,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,10,1,"Diagnostic test","Resolved","Recurrence"
2797,"Romania","ROU","Bacau","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,46.5731,26.974,0,"2019-02-01T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2019-04-12T00:00:00.000+00:00","2019-04-02T00:00:00.000+00:00","2019-04-12T00:00:00.000+00:00",null,"2019-10-25T00:00:00.000+00:00",77,77,21,56,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,8,1,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2798,"Ukraine","UKR","Khar'Kov","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,50.0249,36.3888,0,"2019-02-01T00:00:00.000+00:00","2019-02-02T00:00:00.000+00:00","2019-03-13T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2019-03-13T00:00:00.000+00:00","2018-03-03T00:00:00.000+00:00","2019-03-28T00:00:00.000+00:00",0,7,7,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10,1,"Clinical|Diagnostic test","Resolved","Recurrence"
2799,"Kuwait","KWT","Al Farwaniyah","Highly pathogenic influenza A viruses (Inf. with)(non-poultry including wild birds)(2017-)","H5N8","Aves","Virus","Birds",0,"Livestock market",0,0,29.311193,47.951374,0,"2019-01-24T00:00:00.000+00:00","2019-01-31T00:00:00.000+00:00","2019-02-08T00:00:00.000+00:00","2019-01-24T00:00:00.000+00:00","2019-02-08T00:00:00.000+00:00","2016-12-28T00:00:00.000+00:00","2019-04-15T00:00:00.000+00:00",14060,8,8,14052,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,18,1,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2800,"Israel","ISR","Hazafon","Mycobacterium tuberculosis complex (Inf. with)(2019-)",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,32.5521888639,35.2627568291,0,"2019-02-05T00:00:00.000+00:00","2019-02-05T00:00:00.000+00:00","2019-02-05T00:00:00.000+00:00","2019-02-05T00:00:00.000+00:00","2019-02-05T00:00:00.000+00:00","1999-09-30T00:00:00.000+00:00","2019-05-04T00:00:00.000+00:00",254,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,8,3,"Necropsy|Diagnostic test","Resolved","Recurrence"
2801,"Laos","LAO","Phongsaly","Porcine reproductive and respiratory syndrome virus (Inf. with)",null,"Suidae","Virus","Swine",0,"Farm",0,0,21.67222,102.08824,0,"2019-01-28T00:00:00.000+00:00","2019-02-04T00:00:00.000+00:00","2019-04-29T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2019-04-29T00:00:00.000+00:00","2010-10-31T00:00:00.000+00:00","2019-04-29T00:00:00.000+00:00",630,130,96,34,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
2802,"Ukraine","UKR","Volyn","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,50.8546,25.9171,0,"2019-02-07T00:00:00.000+00:00","2019-02-08T00:00:00.000+00:00","2019-03-29T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00","2019-03-29T00:00:00.000+00:00","2018-08-14T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00",0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2803,"Namibia","NAM","Karas","Highly pathogenic influenza A viruses (Inf. with)(non-poultry including wild birds)(2017-)","H5N8","Aves","Virus","Jackass Penguin",1,"Other",0,0,-25.71,14.83,0,"2019-02-02T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00","2019-06-20T00:00:00.000+00:00","2019-06-20T00:00:00.000+00:00","2019-06-20T00:00:00.000+00:00",null,"2019-06-20T00:00:00.000+00:00",7002,463,455,8,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,1,"Diagnostic test|Clinical","Resolved","First occurrence in the country"
2804,"China (People's Rep. of)","CHN","Hunan","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,26.40305,111.5875,0,"2019-02-04T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00","2019-03-23T00:00:00.000+00:00","2019-02-04T00:00:00.000+00:00","2019-03-23T00:00:00.000+00:00","2019-01-05T00:00:00.000+00:00","2019-10-24T00:00:00.000+00:00",4776,270,171,4605,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","Recurrence"
2805,"Zimbabwe","ZWE","Manicaland","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Village",0,0,-17.78427,32.98293,0,"2019-01-21T00:00:00.000+00:00","2019-02-13T00:00:00.000+00:00","2019-05-03T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2019-05-03T00:00:00.000+00:00","2015-12-24T00:00:00.000+00:00","2019-08-23T00:00:00.000+00:00",678,284,284,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10,2,"Diagnostic test|Necropsy|Clinical","Resolved","Recurrence"
2806,"Mexico","MEX","Distrito Federal","Newcastle disease virus (Inf. with) ",null,"Aves","Virus","Birds",0,"Backyard",1,0,19.235024,-99.146274,0,"2019-01-01T00:00:00.000+00:00","2019-01-26T00:00:00.000+00:00","2019-08-31T00:00:00.000+00:00","2019-08-11T00:00:00.000+00:00","2019-08-31T00:00:00.000+00:00","2016-03-31T00:00:00.000+00:00","2019-12-17T00:00:00.000+00:00",1565,1186,1046,519,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,8,5,"Diagnostic test","Resolved","Recurrence"
2807,"Romania","ROU","Vaslui","Anthrax ",null,"Multiple species","Bacterium","Cattle",0,"Backyard",0,0,46.2354,27.9649,0,"2019-02-08T00:00:00.000+00:00","2019-02-12T00:00:00.000+00:00","2019-03-28T00:00:00.000+00:00","2019-02-08T00:00:00.000+00:00","2019-03-28T00:00:00.000+00:00","2018-10-31T00:00:00.000+00:00","2019-04-02T00:00:00.000+00:00",23,2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
2808,"India","IND","Jharkhand","Highly pathogenic avian influenza (poultry) ","H5N1","Aves","Virus","Birds",0,"Backyard",1,0,25.180833,87.349167,0,"2019-01-25T00:00:00.000+00:00","2019-02-04T00:00:00.000+00:00","2019-09-02T00:00:00.000+00:00","2019-01-25T00:00:00.000+00:00","2019-09-02T00:00:00.000+00:00","2018-12-31T00:00:00.000+00:00","2019-09-02T00:00:00.000+00:00",4849,26,26,4823,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,12,1,"Diagnostic test","Resolved","Recurrence"
2809,"Bulgaria","BGR","Kardzali","Newcastle disease virus (Inf. with) ",null,"Aves","Virus","Birds",0,"Backyard",1,0,41.6522,25.415,0,"2019-01-23T00:00:00.000+00:00","2019-01-23T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2019-01-23T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2018-12-20T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00",201,91,91,110,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,18,1,"Diagnostic test","Resolved","Recurrence"
2810,"China (People's Rep. of)","CHN","Guangxi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,21.83138,109.7475,0,"2019-02-11T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2019-11-03T00:00:00.000+00:00","2019-10-12T00:00:00.000+00:00","2019-11-03T00:00:00.000+00:00",null,"2019-12-30T00:00:00.000+00:00",27839,1767,966,13662,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,4,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2811,"Denmark","DNK","West","Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)","HPR0","Diseases of fish","Virus","Atlantic salmon",1,"Other",0,1,56.4063,10.1114,0,"2019-02-18T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2010-12-31T00:00:00.000+00:00","2019-06-13T00:00:00.000+00:00",0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,"Diagnostic test","Resolved","Recurrence"
2812,"Slovakia","SVK","Bratislava","Viral haemorrhagic septicaemia virus (Inf. with)",null,"Diseases of fish","Virus","Rainbow trout",0,"Farm",0,1,48.2778,17.0503,0,"2018-11-20T00:00:00.000+00:00","2018-12-13T00:00:00.000+00:00","2019-06-06T00:00:00.000+00:00","2018-11-20T00:00:00.000+00:00","2019-06-06T00:00:00.000+00:00","2017-12-15T00:00:00.000+00:00","2019-06-06T00:00:00.000+00:00",300,0,0,0,300,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,18,3,"Diagnostic test","Resolved","Recurrence"
2813,"Vietnam","VNM","Son La","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Village",0,0,21.31201934,103.8501203,0,"2019-02-01T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2021-11-09T00:00:00.000+00:00","2020-06-07T00:00:00.000+00:00","2021-12-31T00:00:00.000+00:00",null,"2021-11-09T10:42:57.782+00:00",5974621,21,7,5974551,63,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12,2,"Diagnostic test|Clinical","Stable","First occurrence in the country"
2814,"South Africa","ZAF","Free State","Low pathogenic avian influenza (poultry)(2006-)","H7N2","Aves","Virus","Birds",0,"Farm",1,0,-29.7,24.4,0,"2019-02-01T00:00:00.000+00:00","2019-02-20T00:00:00.000+00:00","2019-05-21T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2019-05-21T00:00:00.000+00:00","2018-04-23T00:00:00.000+00:00","2019-07-10T00:00:00.000+00:00",4372,75,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,8,1,"Diagnostic test","Resolved","Recurrence"
2815,"China (People's Rep. of)","CHN","Shandong","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,36.45805,117.6662,0,"2019-02-18T00:00:00.000+00:00","2019-02-20T00:00:00.000+00:00","2019-04-05T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2019-04-05T00:00:00.000+00:00",null,"2019-10-24T00:00:00.000+00:00",4504,17,3,4501,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2816,"China (People's Rep. of)","CHN","Yunnan","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,25.3926,98.651,0,"2019-02-17T00:00:00.000+00:00","2019-02-21T00:00:00.000+00:00","2020-01-16T00:00:00.000+00:00","2019-11-10T00:00:00.000+00:00","2020-01-16T00:00:00.000+00:00","2018-12-29T00:00:00.000+00:00","2020-03-16T00:00:00.000+00:00",2185,523,293,1891,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Clinical|Diagnostic test","Resolved","Recurrence"
2817,"Spain","ESP","Castilla Y Leon","Bovine spongiform encephalopathy ",null,"Bovidae","Prion","Cattle",0,"Farm",0,0,41.358463,-5.584538,0,"2019-01-24T00:00:00.000+00:00","2019-02-19T00:00:00.000+00:00","2019-02-19T00:00:00.000+00:00","2019-01-24T00:00:00.000+00:00","2019-02-19T00:00:00.000+00:00","2017-11-23T00:00:00.000+00:00","2019-02-22T00:00:00.000+00:00",465,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,1,"Diagnostic test","Resolved","Recurrence"
2818,"China (People's Rep. of)","CHN","Hebei","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,38.90805,115.69055,0,"2019-02-22T00:00:00.000+00:00","2019-02-24T00:00:00.000+00:00","2019-04-12T00:00:00.000+00:00","2019-02-22T00:00:00.000+00:00","2019-04-12T00:00:00.000+00:00",null,"2019-10-24T00:00:00.000+00:00",5600,107,107,5493,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2819,"Russia","RUS","Primorskiy Kray","Classical swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,44.933345,133.317407,0,"2019-02-18T00:00:00.000+00:00","2019-02-22T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00","2018-12-07T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00",0,2,2,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,12,1,"Necropsy|Diagnostic test","Resolved","Recurrence"
2820,"Russia","RUS","Kaliningradskaya Oblast","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Farm",0,0,54.65023,22.30224,0,"2019-02-20T00:00:00.000+00:00","2019-02-22T00:00:00.000+00:00","2019-09-27T00:00:00.000+00:00","2019-08-20T00:00:00.000+00:00","2019-09-27T00:00:00.000+00:00","2018-12-19T00:00:00.000+00:00","2020-01-10T00:00:00.000+00:00",0,14,10,4,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,14,1,"Diagnostic test","Resolved","Recurrence"
2821,"Russia","RUS","Yaroslavskaya Oblast","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Farm",0,0,57.734694,39.813729,0,"2019-02-22T00:00:00.000+00:00","2019-02-24T00:00:00.000+00:00","2021-07-27T00:00:00.000+00:00","2021-03-19T00:00:00.000+00:00","2021-07-27T00:00:00.000+00:00","2018-12-24T00:00:00.000+00:00","2021-08-11T11:03:22.059+00:00",0,374,250,206,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,30,"Diagnostic test","Resolved","Recurrence"
2822,"Pakistan","PAK","Islamabad Capital Territory","Highly pathogenic influenza A viruses (Inf. with)(non-poultry including wild birds)(2017-)","H5N8","Aves","Virus","Mallard",1,"Other",0,0,33.720231,73.108652,0,"2019-01-02T00:00:00.000+00:00","2019-02-15T00:00:00.000+00:00","2019-02-22T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00","2019-02-15T00:00:00.000+00:00","2018-02-02T00:00:00.000+00:00","2019-03-07T00:00:00.000+00:00",10,7,7,3,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,18,5,"Diagnostic test|Clinical","Resolved","Recurrence"
2823,"China (People's Rep. of)","CHN","Shaanxi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,37.7527,108.87699,0,"2019-02-17T00:00:00.000+00:00","2019-02-27T00:00:00.000+00:00","2019-04-14T00:00:00.000+00:00","2019-02-17T00:00:00.000+00:00","2019-04-14T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2019-10-24T00:00:00.000+00:00",11334,150,62,3470,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,20,2,"Diagnostic test|Clinical","Resolved","Recurrence"
2824,"Kenya","KEN","Nyandarua","Rift Valley fever virus (Inf. with) ",null,"Multiple species","Virus","Cattle",0,"Farm",0,0,-0.195548,36.498871,0,"2019-01-25T00:00:00.000+00:00","2019-02-27T00:00:00.000+00:00","2019-03-21T00:00:00.000+00:00","2019-02-25T00:00:00.000+00:00","2019-03-21T00:00:00.000+00:00","2018-07-30T00:00:00.000+00:00","2019-03-22T00:00:00.000+00:00",230,8,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,12,1,"Diagnostic test","Resolved","Recurrence"
2825,"Kenya","KEN","Marsabit","Middle East respiratory syndrome coronavirus (MERS-CoV)(Inf. with)",null,"camelids","Virus","Camelidae",0,"Farm",0,0,3.31445,37.06718,0,"2017-04-21T00:00:00.000+00:00","2017-12-08T00:00:00.000+00:00","2018-06-01T00:00:00.000+00:00","2018-01-01T00:00:00.000+00:00","2018-01-06T00:00:00.000+00:00",null,"2019-03-12T00:00:00.000+00:00",2025,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Diagnostic test","Resolved","Emerging disease"
2826,"Denmark","DNK","West","Low pathogenic avian influenza (poultry)(2006-)","H5","Aves","Virus","Birds",0,"Farm",1,0,56.8177,10.0358,0,"2019-02-26T00:00:00.000+00:00","2019-02-28T00:00:00.000+00:00","2019-03-04T00:00:00.000+00:00","2019-02-26T00:00:00.000+00:00","2019-03-04T00:00:00.000+00:00","2018-06-27T00:00:00.000+00:00","2019-04-16T00:00:00.000+00:00",7246,0,0,7246,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,14,1,"Diagnostic test","Resolved","Recurrence"
2827,"Chinese Taipei","TWN","Taitung County","Acute hepatopancreatic necrosis disease (2016-)",null,"Diseases of crustaceans","Bacterium","Whiteleg shrimp",0,"Farm",0,1,22.674094,121.03927,0,"2018-11-25T00:00:00.000+00:00","2019-03-04T00:00:00.000+00:00","2019-01-20T00:00:00.000+00:00","2018-11-25T00:00:00.000+00:00","2019-01-20T00:00:00.000+00:00",null,"2019-03-25T00:00:00.000+00:00",400000,10000,5000,5000,390000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2828,"Peru","PER","Junin","Equine infectious anaemia ",null,"Equidae","Virus","Equidae",0,"Farm",0,0,-12.034855,-75.259689,0,"2019-02-25T00:00:00.000+00:00","2019-02-26T00:00:00.000+00:00","2019-05-06T00:00:00.000+00:00","2019-03-12T00:00:00.000+00:00","2019-05-06T00:00:00.000+00:00","2010-12-31T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00",42,2,0,3,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,12,1,"Diagnostic test","Resolved","Recurrence"
